x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057,y0058,y0059
156,0,0,0,0,0,0.12708156,1.8877155,0,1.2071451,0,0,0,0,0,0,0,0,0.38516676,0.18652213,0,1.4475733,1.5452005,0,0.8230197,0,0,0.60445833,0,0,0,0,2.237214,0,0,0.3504572,0,0,0,2.0200946,1.6307133,0,0.40768233,1.2735499,0,0.84190714,0.26516578,0,0,2.0850768,0,0,0,0,1.0300087,0,0,0.7337107,0,0,0
157,0,0,0,2.2820935,2.143544,0,0,0,0,0,0.23473702,0,1.3090191,0,0,0,0.33637643,3.0890105,0,0,0.62463397,0,0.3654438,0,0,0,0,1.3580562,1.0172838,4.9191117,7.220393,0.5518852,0,0.23018657,0,0,0.57826823,0,1.5910746,0,0.84943986,0,0.76030564,1.4848822,0,0.11036582,0,0,0,0,0,0,0,0,0.09829482,0,1.7349076,0,0,0.22425391
158,3.0143578,0,2.8047123,3.8115819,0.9636111,0,2.4779682,1.0408692,2.0604556,0,0.31638905,3.692238,0,0,0,0,4.0520344,0,0,1.5062069,0,0,0,0,0,0,0.18049583,0,0,6.1037703,0,0,3.5186741,0.23591526,3.9406376,0,0,0,0,0,0,0,14.217384,0.20800552,0.98859245,0.61411935,1.4492822,0,0,0,0,6.4300947,1.5212606,0.7125998,0.28016594,0,2.2055347,0.5276155,0.7944408,0
159,0,0.77742237,0,4.184297,0,0,0.2970538,0.18004578,0,0,0,0.6712905,0.33865047,0,0,0,0.99361104,0.324544,0,0,0.90442073,0,0.6117841,0.8899443,0,5.966501,3.2158494,1.6263187,0,0,3.790234,0.28180286,0,0,0,0,2.7184725,1.4521642,0.08322257,1.0764896,0,2.0307126,0,0,0,0,0,1.0482419,0.3570168,1.8689854,0,0,0,0.036330543,0.6592511,1.9703362,0.090366416,0.9905292,0,0.83719856
160,0,0.35667053,0,0,0.9158338,1.5066754,0,0.2415329,1.2304319,1.3267881,0,1.5970943,0.38713464,0.010791161,0.33056778,0,0,0,0,0.20893757,0,0.04096156,0,0,0.25247195,0,0,0,0,0,0,0,0,2.1083078,3.4979665,2.7318802,0.08320133,0.11944719,1.4528797,0,0,0,2.164717,0.7637896,0.46924287,0.17625783,0,0,0,0,0,1.6213697,0,0,0.18482001,2.3251114,1.0013216,0.073789865,0.027116448,1.0236796
161,0.5946088,0,0.72368175,0,0,0,0,0,0,0.29032865,2.4853125,0,0,3.7477822,0.16097407,1.0149719,0,0,0.5755009,0,0.65471107,0,0,0,0,0,0,0.78352296,1.5536075,0.9854822,5.7485456,0.5017347,2.8371174,0,0,1.9126961,0.25989214,0,0,0.44751126,0,0.26961616,0,0,0,0,0,0,1.9077817,0,0,0,1.2421478,0,0.37483525,0,0,0,0,0
162,0.65971553,0,0.5713844,0,0,0,0.19381842,1.8452207,0,0,0,0,2.4492795,1.1778297,0,0.121506274,0.39150363,0.91947305,0,1.2400675,0,3.190461,0,0,0,0,0,0.1342256,0,3.1629424,2.8933828,1.51191,0,0,0.8096444,0,0,0,0,0.95406103,1.7638917,0.0790627,0,0,0,0,0,0,0.9944204,0,0.87907904,0,0,0,0.8721202,5.8116794,0,1.770388,0,0
163,0,0,0,0,0,0,0,1.070887,0,0,1.7793245,0.780659,0,0.58717114,0,1.5787799,0,0,0,3.2287538,0,0,0.20765637,0.11313083,0,0.45548192,0,0,2.3211083,0,0,0.7060201,0.14310125,0,9.415913,0,0,0,0,0,0,0,0,0,0,1.3773017,0,0,0,1.1384498,0,0,0.14103477,0,0.05635351,0,0,0,0,0.5750024
164,0.067738816,0,0.43745452,0,0,0,0,0,0,0,0.2522907,0,0.10392414,0,4.254794,0,0,0,0,0,0,0,0.007019671,1.2821503,0,0,0,0,0,0,0,0,0,0.4074376,2.3021388,0.21816647,0,0,0,1.8010014,0.84144664,0,1.8156469,0,0,0.88906115,0,0,0,0,0,0,0.517543,0,0,0.79144925,1.379458,1.4994354,0,0
165,0.8078271,2.1386964,0,3.3580754,0,0,1.2340382,0,0.06845581,0,0,0,1.773376,0.030247414,0,0.41076788,0,0.5400264,0.65499187,0,0.4812113,0.27066055,0.421749,0,0,2.9067008,0,1.1112114,0,0,0,0,2.7757998,0.21391378,0,3.8448095,0,0,0,0,1.7104325,0.6354551,1.9280027,0,0,0,0,0,0.3865018,0.18774058,0,0,0,0,2.0143793,1.5343328,0.6825365,1.6264663,1.7346903,0
166,0,0,0,0,1.6816196,0,0,3.7263,0,0,0,0,0,1.9042755,0,0.5064989,0,0,1.9416071,0,0,0,0,2.7681146,0,0,6.7216325,0,0,0.9093371,6.8046927,0,0,0,0,0.3391774,7.0973883,0,0.7759915,0,0,0,2.860182,1.9312848,0,0,0.39824137,0,0,0,0,3.8668022,0,1.4000864,0.30025643,0,0,0,2.5756783,0.2573051
167,0,1.1741731,0,0,0,0,0,0,1.4314249,0,0,0,0,0,0.7997024,0,0,0,0,0,0,0,0,0.7653668,2.4759607,0,0,0,0.32257724,0.5575881,0,0,1.5069321,0.7872415,0,1.2958035,2.2726433,0.35219324,3.1995087,0,0,0,0,0.59716696,3.1053927,0,0.059774175,1.5013964,0,0,0,1.4148613,0,0,0,0,0.19712935,0,0,0
168,0,1.0116802,0,0,0.51706576,1.0368413,0.42268783,0.85327756,0,0,0,0.8098677,0,0,0.1881385,0,0,0,0.8513582,0.09208009,0,0,0.7348963,0,2.1477406,0,0,0.16117331,0,0,0,1.0456016,5.62807,1.0707841,2.278073,0,0,2.7361724,0.25635415,0,0,1.2994944,0,0,0,0,2.009905,0,0.30087253,0,1.4761198,2.1146975,0.46237677,1.092592,0,0,0,3.4189413,0,0
169,0,2.0816424,0,1.6927717,0.7214392,1.3415537,1.5500213,0,0,0,0,0.7292882,0,0,0,0,0,0,0,0.870471,0,0,0,1.0717103,0,0.724425,10.138989,0,0,0.7585119,0,0,0,1.110153,0,0,0,0,0,0,0,0,0,0.7510698,0,0,0,1.804275,0.12768957,0,2.5912192,9.877633,0,0.14891833,0.48319238,0,0,0,0,0
170,1.4608526,0,5.0979066,0,0,0,0.6198852,0,0.8700841,0,2.2099326,0,1.5450721,0.04999216,0,0.25794727,1.4432386,0,0,0,0,2.4248295,0,2.8541012,0,2.477865,0,0,0,0,0,0,0,0,0.6740997,0,0,0,0,0,2.1294272,0,0,0,0,0.004634875,0,0,0.9150082,0,0,0,0.4195137,0,0,0.8815009,0,0,0,0.27902618
171,0,0,0,0.863925,0,6.394213,0,0,0,0.97135913,1.2593341,0,0,0.59388745,0,0,0,0,1.363205,0,0.217522,0,0,1.2362863,0,1.001212,0,1.9039428,1.1696695,1.1178336,0,0.11528675,0,0.35050875,6.3660583,0,0,0,0,1.7475171,0,2.08719,0,0,0,0,0,0,0,3.3425741,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0.28803816,0.005868606,0,0,0,1.5375397,0.49475005,1.2672346,0.5992545,0,0.48355412,0,3.6687946,0.02984973,0,0,0,0,0.3053874,0,0,0,0,0.13042574,0,9.234166,0.5549348,0.43975654,0,0,0.8511693,0,1.6532482,0,0,0,0.6400901,0.5581296,0,0,0,0,0.7927364,0.87741673,0.24622726,2.2581823,3.9868293,0,0,0,0,0,1.1033084,0,1.0969045
173,1.5832754,0.9354396,0,1.4207213,1.0509125,0.83897746,1.155189,0,0,0.6478608,0,0,0,0,0,0.5548186,0,0.947986,0.38173983,1.4801177,0.94443965,0,0.94461495,0,3.7357576,0.17183168,0,0,0,0,0.60272,0.010280815,11.215744,0,0,0,3.7400744,0,0.8214741,0,1.074695,0,14.077783,1.2034218,0,0,0,0,0,0,2.014506,0.31946793,0,0,0,0,0,0,0,1.1989977
174,0,0,0,3.9991078,0.59290636,0,0.026916835,0,0,1.6666867,0,1.3848057,0,1.0592446,0,0,0,0.99678665,0,0,0,0.90722626,0.4209117,0,0.66768473,0,0,0.4239485,1.5502453,0,0.20158432,0.86909956,0,0,2.579756,1.9641197,3.8468869,0,0,0,0,0.89502037,0,0,0.13934048,0.33627403,0,0,0,0.002966293,0,2.2399294,0,1.8463248,0.87235874,0.008008046,0,0.82630026,2.192954,0.68415666
175,1.8659482,0,1.9211147,3.2411861,1.984924,0,0,3.0646334,1.0697671,1.0046407,0,1.1177286,0,0,0,0,0,1.9043456,0,0,1.1726918,1.3391442,0,0,1.2347544,0,0,0,0,4.848163,0,0,1.2883693,1.0195295,0,0,0,0.3696522,3.4189403,0,0,0,12.4429245,2.3348162,6.078226,0,0.9012552,2.459559,0,0.07114985,5.9321656,1.651771,0,1.675065,0.2365293,0,1.7672665,1.0758507,0.30552393,0
176,0,0,0,0,0,4.261519,0,3.4611413,0.5649176,1.4137245,0,2.8901985,0,0,0,0,0,0,0,0,0.6771101,0,0,0,1.6042674,4.23227,21.424997,0,0,0,0,0,0,3.0117722,0,1.2589546,0,0.21960783,2.387216,0,0.2796743,0,0,0.08724527,0.5782895,0,0.83670473,1.0231123,0,0,0,5.2579427,0,1.4997966,1.8516535,4.332062,0,0,0,0
177,0,3.2162514,0,0,2.795237,1.8693384,0,0.047967397,0,1.4910572,0,0.86725545,0.46530768,0,0,0,0,0,0,0,0,0,0,0,2.123033,4.6433563,0,0,0,0,0,0,0,0.32203916,0,0.25476688,0,0.7704354,1.1465291,0,0,0,0,0,0.79643196,0,0.18238993,2.4955902,0,0,5.995985,0,0,2.2479587,0.13633369,0,0,0,0,0
178,0,0,0,0,2.4832,0.5741015,0,2.9397895,0,0,0,0,0,0,0.027987782,0,0,0,0,0,0,0,0,0,0,1.7165928,2.6506958,0,0,4.4474216,0,0,0,0,0,0,0.09121565,0,0,0,0.047100145,0,0,0,0,0,0,2.308358,0,0,1.1249185,4.8089447,0,5.562726,0.9016619,6.318549,0,0.2576284,0,0
179,0,0,0,0,0,4.9389954,0,0.3937121,0,3.2938862,0,0,0.40442047,0,0.31176314,0,0,1.6214044,0,0,0,0,0,0,0,1.4949461,0,0,0,3.8035724,0,0,0,1.9959946,0,0,0,0.9716369,2.040125,0,0.9768704,0,0,0,4.9070907,0,0.6401119,2.1969123,0,0,2.7929513,3.171206,2.4198442,0.73414963,1.8607118,0,0,0.070891425,1.9486574,0
180,0,0,0,3.6810007,0,2.1146293,0,0,0.15985732,1.2849338,0,0,0,0,0,0,0,0,0,0,0,0.79305124,0.47560775,0,0,0,10.172097,2.2291987,0,1.008828,0,0,0,0,2.6689389,0,0,0,0,3.0299628,0.29942983,0.18234813,0,0,0,0.17265113,0,0.913945,0,0,3.6865497,0.75234115,0,0,1.4082569,2.5709481,1.9910984,2.3074107,0,0
181,0.23588465,0,1.837646,0.013546235,0,5.8968515,0,0,0,0,0.38603386,0,2.716435,0,0,0.4787813,0.24252102,0,2.1375473,0,0,1.7262084,0.5472021,2.6022804,0,0,0,0,0.5424124,0,0,0,1.6357869,0.5849342,0.6176544,0,0,0.5682352,0,0,0,2.5636716,0,0,0,0.079682805,0,1.0550411,2.7451513,0,0,0,1.3094138,0,0,3.3385198,1.2106462,0,1.1484636,0.9736239
182,2.3614335,0,0,3.0329392,0,4.7337627,0,0,1.5207031,0.44550914,3.6612103,1.1102277,2.733886,0.14962141,0,0,0.77925795,0,0,0.34513783,1.9552859,0,0.6467923,0.116339415,0.3009453,0,0,0,0,0,0,0,3.9584925,1.1396606,0.07304596,0,0.5825269,0,0.09731809,0,0,0,0,0,2.8996549,2.150866,0,0.24010427,1.332471,0,0,0,0,0,0.49994895,11.693932,0,0,1.0402833,0.06756684
183,2.817068,0.10397778,0,1.8061973,0,5.0316706,0.020307409,0,0.027564436,0.35427335,0,0.09617284,4.3084774,1.1906133,0,0.46394497,0,0,0,0,0,0,0.9389618,0,0,1.1624123,0,0.2394849,2.01244,0,4.52183,4.329801,3.9127908,0.8721046,2.396747,0,3.1696827,0.33228934,0,0,0,0,6.232,6.5999,0.537463,0.19764581,0,0,0,0,0,0,3.4182086,0,0,2.309119,0.011085114,0,2.4690237,0
184,0,0.50342757,0,0,2.4156973,7.2506824,0,0.9788091,0,0.43674454,0,1.9837673,3.573294,0,2.4978456,0,1.4272021,0,0,0,0,0,0,0,2.0781558,0,0,0,0.5011939,3.5627038,0,0,0,2.2306356,0,1.035027,1.9494481,0.25138894,1.9925913,0,0,0.20176204,0,10.260087,7.1868796,0,0.72477424,0.34706122,0,0,7.8540187,7.9418383,0.232033,1.1898266,0,0,0,0,6.1797996,0
185,0.7127843,2.2269566,0,6.192614,1.8188901,2.0372596,2.5327215,1.423462,0,1.9572004,0,0,1.9299765,1.2124779,0,0,3.9937966,1.7390554,0.8199448,1.291239,0,0,0.6914858,0,0,0,20.214396,2.273755,0,0,1.3580511,0,4.334518,1.652877,0,1.4354671,6.8949866,1.8659327,0,1.8749719,0,0,0,8.975855,6.558796,0,0.599216,0,0.8213927,2.8530574,0,0,0.4077947,0,0,0,0,2.1075768,9.183547,0.81032175
186,0,0,1.8536533,0,0.5605251,3.5107684,0,0,0,2.3078122,0.19525191,0.56663805,0.6669087,0,1.7729614,0.82948065,8.1898155,0.48902005,2.8509126,0.10046061,0,0,0.56149924,0,1.9498621,1.5486383,2.9076889,0.26315135,0.37316364,0,0.19252555,0.29761425,0,3.0738523,0,0,0,1.542602,1.9213818,0,0,0,0,9.641566,15.500152,0.20952015,0.09534375,0,0.8168988,8.30755,4.2277336,0,0.33103576,0,0.2707492,2.4820168,0.7633027,0,14.557538,1.513546
187,0,0,0,0,0,5.1322937,0,0,0,1.9067755,0,0,3.8597872,0,0,3.22745,9.69007,0,0,2.7251933,0.19035764,0.60383093,0,0,0,1.1585497,0,0.057376463,0,2.5330517,1.1590703,0,0,0.9650025,0,0,4.4829073,0,0,0,0,0.15137728,0,13.384918,16.922937,0.4227336,0.70951205,0.44857132,0.9794052,7.8507233,0,0,0.39959133,0,0.9312373,8.935051,0,0,5.014339,0.42791626
188,3.5562305,5.0365934,0,0,0.5427133,3.355438,0,4.1542616,0.25869235,0,0,0,1.6822742,0,0,2.0022204,0.6463741,0,0,0,0,0.66153187,0,0,1.9672287,0,0,0,0,0,0,0,6.276915,0.8883115,0,0,0.06523549,2.0432978,0.10285194,0,0.04962429,0.9527423,0,5.6109366,14.159908,0,1.5224909,0.41452655,0,3.453971,12.296017,2.0824897,0.5401803,0,1.2159156,7.2932153,0.004259815,2.2324808,7.5485234,0
189,0,1.9943941,0.661524,0,0.028159926,3.5004923,0,0,0,0.80744904,2.9107094,0,1.091417,0,1.7721971,1.4429796,2.923947,0,0,1.7899967,0.6117332,0.07212145,0,1.2770451,1.0631425,0,15.172964,0,0,0,3.5405688,2.7979915,0,0.47854474,4.4786434,0.22713849,0,0,0,0.12172751,0.72279507,0,0,0,0.5197716,0.5286594,0.15178736,0.4518268,0,3.31262,0,2.410404,0,0,0,0,0.6067727,1.7343698,4.0845485,0
190,3.7260673,0,0,0,0,3.3370898,0,0,0.1804611,0.4931674,3.0080724,0,5.7730217,0,1.0094299,4.745476,9.667563,0,0,0,0,0.7602869,0,0,0.42620552,1.1558692,0,0.5924748,0,0.55276984,0,2.2168245,0.049927585,0,0,0,0,0,0,0,0.09478048,0,3.103066,0,0,0,0,0,0,10.517853,0,0,0,0,0,0,0,0.5147195,0,0.32251903
191,2.755195,1.5674158,0.017663322,0,0,2.3639095,0,0,0.49982622,0,7.3284874,0.71852195,0.63513404,0,0.22825974,5.7234406,6.4789453,0.95563614,0.27846763,0.90505207,3.288557,1.2744434,1.4481806,0.44849914,0,2.4213266,0,0.14808048,0,0,3.2568355,4.108124,0,0,0,0.05754665,5.3826075,0,0.97654325,2.6077602,0,0.58419585,1.2558236,9.362955,2.8553815,0,0,0.80868846,0.91317904,8.228435,0,0,0,0,0,3.562648,1.612394,0,11.483986,2.384371
192,0,0,0.4982662,0,0,0.7218943,0,1.4013314,0,0.84493774,2.8744974,0.31621018,3.5751743,0,0,4.8865647,3.1501744,0.28725523,0,0.36871395,1.1355311,2.2690902,0,0,0,1.556862,0,0,0,1.7156267,0,0.07935407,0.9804197,0,3.5082366,1.1293961,0,0.43448234,0.21448264,1.8381698,1.6459459,0,0,1.5994632,0.4136967,0,0.23743305,0,0,7.268587,0,0,1.999814,0,0,6.0132647,0,0,2.8882046,0
193,0.9634327,0.4317838,0.3910864,0.8318179,0,0,0.26976645,0.9022038,0,0,0.07549971,1.1912358,0,0.58218306,2.745689,4.031179,0,0,0,0,4.571395,0,0.3152393,0,0.14272252,0,0,1.1700084,0.15788272,0,0.79741937,0,5.8663025,0,0,1.4265804,0,0,0,0,0,1.2411331,1.4238067,0,5.938074,1.3531102,1.1347078,0,1.6496575,4.920323,0,0,0,0,0.2749818,1.924407,1.2560627,1.2876045,0.4176523,0
194,0,0,0,0,1.8839325,3.1779087,0.038529977,0,0.4460029,3.9888823,0.8041738,0.49782825,0,1.1017783,0,0.9833188,0.41345915,0,0,1.7920158,2.1156707,0,0.36500132,1.9003583,0,2.5253901,0,0,3.0442348,0,0.8135684,0,0,2.8922102,0,0,3.7478125,0.7158346,0.66289425,0.44156742,0,0,2.272013,0,0,1.004833,0.18251911,0.7340754,0,0,4.4716578,10.675806,0.6405411,0.04399236,1.7017497,0,0,0.79949325,0,0
195,0,0.48515025,0,0,0,0,1.4389257,0,0.22872964,0,0.041300297,0,0,0,1.0385506,0,0,0.9172758,0,0,0.058045346,0,0,0,0,2.9358182,0,0.22542728,0,0,4.420969,0,2.633373,0.12889329,1.6201084,0,3.0174901,3.0193164,0.17431484,0,0,0.18608527,0,1.191494,0,0.1178115,1.2684081,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0.03402258,0,0,0,0,0.7338969,0.9683748,0,0.20824929,2.7532585,0.88958406,0,1.089075,0,0,0,0,3.160009,0.9054358,0.1576224,0,0,0.7907641,0,0,22.7303,0,0,0,0,0,0,0,0,3.0236583,0.82345265,0,0,0.8486335,0,0,8.530958,1.6715143,0,0.44094774,0,0.5623637,0,2.6571922,0,2.3413422,0,0,1.3588915,4.404164,0,1.3837926,1.7561998,0
197,0,0,0.08216614,0.42249206,0,3.201861,0,0,0,0,1.5627192,1.1892055,0,0,0,1.4779003,0,1.3711406,0,0,0.13688755,0,0.31217974,0,0,1.1072459,0,0,0.9660505,3.2491841,0,0,5.3388233,0,0,0,0,0,0.66284347,0,0.676293,0,2.8727736,0.46284848,1.111827,1.1148219,0,0,0.3220189,0,0,0,0,1.4318676,0.031019637,2.037539,0,0.46928975,0.85082746,0
198,0,0,0,7.2115173,0,0,0,0,0.23801666,0.48773795,1.4081193,0,0,0.5207362,0,0,1.287779,0,0,0,0.73595333,0.82647157,0.21431528,0.8473477,0,0,0,1.7212933,2.2852826,5.89388,0,0,0,0.12641539,0,0,1.3121566,0,0,0,1.3636489,0,0,0,4.533062,0,0,0,4.3073416,0,0,0,0,0.40775493,0,3.3599863,0,1.5201145,0,0
199,0,0,0.11159678,0,0,1.1362184,0.55030394,0,0,0.44845325,0,0,0,1.4752901,0,0,0,0,2.2165174,0.28915614,0.31816307,2.7525394,0,1.3629857,0,1.922784,0,0,0,0.09806534,3.404138,0,0,0,4.257945,0,1.0560151,0,0,0.68793917,0.646687,1.0650411,0,0,0,0,0,0,0,2.6139798,0,0,0.9568802,0,0.108554766,0,0,0,0,0
200,0.8712751,0,0,0,0,3.3631587,0,0,1.0138475,0,0,0.06518189,1.1135803,3.4606974,0,0,0,0,0,0,0.35984734,0.5988759,0,2.686919,0,0,0,0,0,0.76235896,0,3.050261,10.6354,0,0,1.957511,0,0,0,1.6689397,2.1396768,2.384318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92498887
201,0,0,0,0,0,0,0,1.5113057,0,1.7112743,0.90378505,0,1.8843982,0,0,1.9062392,0.8220261,0,0,0,1.4047091,1.1304027,0.20126621,0,0,1.451749,0,2.1229362,0,0,0,1.2637972,3.6908658,0,0,0,3.662994,1.383405,0,0,0,1.3472868,0,0,0.8548919,0,0.4408287,0.119919136,0,0,0,9.943995,0,0,0,0,0,1.4536464,0,0
202,0,1.6722275,0,4.4416914,0.27316222,1.9457883,0,0.13400732,0.7559971,0,0,0,0,0.7085422,0,0.12113549,0,0.7776508,0.52864856,0,0,0,0.15443313,1.9591367,0,0,0,0,0.98965615,0,0,0.10055328,5.766815,0,8.056375,2.5935116,0,0,0,0,0,0,0,1.3905716,4.205331,0.71334296,0,0,0.7488593,0,0,0,0,0,0,6.8157077,1.7944639,1.5922542,0.58496517,0.034493934
203,1.0904429,2.1883318,1.515298,0,0,0.53287786,1.3232698,0,0.26962844,0.5474504,1.3613014,3.3377926,0.2255226,0,1.1489679,0,0,3.167423,0.38948715,0.2058528,1.3812966,0,0.28203753,0,0,0,0,1.6785533,0,0,0,0,0,4.0075064,0,0,4.9403853,0,3.1559265,0,0,0,0,0.45269728,0,1.6366577,2.223428,2.750046,0,0,1.3764894,0,3.8045232,1.7295058,0,0,0,0.3169035,0,0
204,0,0,0.806123,5.2267027,0,2.8831062,1.2505114,0,0,0,0,0,0,0,0,0,2.2341926,1.5737551,1.8730854,0.820742,0,0,0,0,0.113921456,0,7.663132,2.5437584,1.6498255,0,0,0,8.739523,0.10581523,0,4.913223,0,1.1359847,0,0.85381615,0,0,3.2748473,0,5.8056045,0,0,0,0,0.8921845,0,0.83964103,0,0.97484004,0.90937126,0,2.9514823,0,0,0.29167297
205,0,0,0,0,0,1.0844265,0.82907134,1.7170947,0,0,1.1969616,0,0.14706624,0,0,0,0.041844405,0,0,0,0,0.22100453,0.5742342,0.98338044,0,0,2.010359,0,1.374207,2.015959,0,0,0,0,3.0236957,3.0187101,0,1.1600628,0,0,0,0,0,0,0,1.6039699,0,0,0,0,5.7924333,0,0,1.154778,0.9189013,0,0,0,0,2.0463386
206,0.54092324,0,1.2965937,0.4026261,0,1.2598343,0,0.5638614,0,0,0,0,0,0,0,0,0,0,0,0,1.5248232,0,0.60317254,0,0,2.6314204,5.7613864,0,0,0,5.813932,0,0,0,0,1.3558463,3.532624,0,0.69455755,0,1.8647641,0,0,0,0,0.73527455,1.9261683,0,0.89999753,0,0,0,0,0,0.44237214,0,0,1.4515119,0,0
207,0.6767906,0,0,0,2.5247464,0.9485602,1.9105535,0.78997105,0,1.3461791,0,0,0,0,0.7299156,0,0.9974907,0.81625456,0.17714292,0.3685783,0,0.8679736,0.86416364,0,1.4246562,1.905166,1.7718542,0,0,2.346638,0.38809165,1.4823877,0,0,0,0.85657984,0.69354534,0,0,2.2494144,0,0,0,0,0,0,0.05084719,1.6118804,0,0,0,2.404757,0,0,0,2.6297297,0,0,0,1.38474
208,0,0,0,0,0.65343624,0,0.63261515,0,0,0,2.4484174,0,0,0.74705416,0.36882108,0,0,0,0,0,0,0,0,0,2.4734552,0,0,0,1.8266588,0,0,0,0,0,3.9493918,0,0,0,0,0,0.18169859,0.048116446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0.7818122,0,1.5610092,0,0.2818357,1.0531076,0,0,0,1.4326742,1.4426547,0,0,0,0,0.2252445,0,0.33774692,0,0,0,0.9015717,0,1.3103892,0.5909459,0,0,0,2.2658234,0,0,0,0,0,0,0.04218017,0,0,0,0,0.99821794,0,5.6996455,0,0,0.12851284,0,0,0.60363615,0,3.5896647,0,0,0,0,0,2.0372312,0,0,0
210,0,0,1.1261841,0,0,0,0,0,0,0.5619595,1.2572169,0,0,0,0,0.94053894,0,0,0,0.71135235,0.53233826,0,0.72481817,0.8991001,0,0,0,0.19285107,0.4483737,0.35353333,5.5498466,0,7.570056,0,0,2.8477535,0,0,0,0.045523737,0.79588187,0,2.3870678,0,0,1.6285267,0,0,0.5703353,0.5391346,0.4731483,0.531678,2.5304413,0,0,0,0,0,0,1.2862055
211,1.5457392,0.8650898,0.6287881,1.4876701,0,0,0.30985367,0,0.38488817,0,0.6059746,0,0.39822787,0,0,0,0.022641242,0,0.7746958,2.097143,0,0.7146307,0.038930148,0,0,0,0.17754328,0,2.0304065,0.37428442,0,2.2818303,0,0,0,0,0,0.4959184,0.5880904,0.747998,0.37812132,0.57957554,0,0,0,1.3704832,0,0.42384285,0,0,0,0,0,0,0,3.598765,1.3617948,0,0,0
212,0,0,0,0,1.0349103,1.8847847,2.8439624,0.26277092,0,0,1.6962771,0,0.9339021,1.9995675,0,0,0.01741236,0,0.1605629,0,0,0,0,0,1.4503311,1.3505492,0,0.04026407,0,0,0,0,3.4290848,0,5.221078,0,0.092988536,0,1.700936,0,0,0,4.1386514,0,0,0.67646414,0.026121702,0,2.2153828,0,0.030947316,0,0,0,0.31831264,0,0,0,0,0
213,0,1.3039978,3.1103904,2.146816,0.82920486,2.6753092,0,4.921205,0,1.121478,0,0.4686481,0,0.1182806,1.4306934,0.20195861,0.3813367,1.9175011,0,0,0,0,0.7329083,0,1.0350481,0.44315058,18.231937,1.2687097,0,1.3971299,0,0,0,2.1867728,0,0,0,0,0,0,0,0,0,0.22751737,0,0.07750903,0,1.2244085,1.4619,0,2.6265843,0.047391,2.8416908,0,0,0,1.2788281,0.5874375,0.8702549,0
214,0.4544281,0,0,0,0.8746198,0,0,0,0.62692755,0,0,0,0,0,0,0,0.010017313,1.8172194,0,0,0,0,0.77154386,0,0.116175316,1.5268743,1.8333446,0,0,0,0,0,0,1.4472996,0,0,0,0.38908133,0.21738303,0,0.7780978,1.8838166,5.9089804,0,0,0,1.5634216,0,0,0.64290416,0,0,0,0.39840427,0,0.8009141,0.24350384,0,0,0
215,0.47379833,0,0,1.5434475,0,0,0,1.0557691,0,0,0,1.0799952,0,0,0.14279157,0,1.9058743,0,0,0,0,0.37285763,0,1.4192961,0.9191152,0,0,0,0,1.2692597,3.2442522,0.6654219,0,0,0,1.8041338,0,0,0.6800276,0,0.47294733,0,0,0,0,0.48147172,0.058552496,0,0,0.4722467,0,2.386048,0,0,0,2.6656644,0.9454846,0,0.9098547,2.3241286
216,0,4.709736,0,0,1.2391893,2.2578208,0.41054246,0,0,0,0,0,0,0.08249386,0,0,0,1.8787673,2.0881631,0.57375157,0,0.6928711,0.6591843,0,0,0,0,0,2.377802,4.720747,1.2062365,1.6710035,0,0.1682986,0,0,0.12021888,0.78602153,1.2291282,2.2514834,0,0.16622663,0,0.92282826,4.4345927,0,0,0.31667307,0,0,1.3762674,0,2.010548,0.80623966,0,0,0,0.45799047,0.041861933,0
217,0.4283353,0.6783787,0.30719826,6.139571,0.6452191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19174595,0.953203,0,0,0,0,7.6627693,0,0,0,0,0,3.3697028,0.42534503,0,0,1.3008745,0,0.07737802,0,0.7951981,0,0,0.18182424,0,0,0.08080533,0,0,0,0,3.064215,0.7807165,0,1.9053767,0,0,0,0,0
218,1.8879758,0,0,1.6782753,0,0,0,0,0.19413893,0,0.08409299,0,0,0,0,0,0,0,0.28698632,0,0,2.878707,0,0.6245958,0,0,0,0,0,0,0.34385547,0,2.463256,0,2.3059514,0,0.6497612,0,0,0,1.5726519,1.2435251,0,0,0,0,0,0,0,1.7139229,0,3.8428745,0,0,0.22064497,0,0.36287892,0.7866991,0.12362691,0
219,1.2185458,0,1.0796508,0,0,0,2.1159925,0,2.4234624,0,0.8853226,1.8106138,0,1.2278775,0.5156753,0,0,0,0,2.0791216,0,0,0.5691708,0,0,0,0,0.08932865,0,0,0,0,0,0,0,0,0,0.4397446,0,0,0,0,0,0,0.09817198,0.92850196,0,0,0,0,0,5.0208893,0,0,0,0,2.4187865,0,0,0
